Tweet,Sentiment
Make sure sey the truth wey dey Bible touch your pikin mind ( Check paragraph 14 ,Positive
But we still dey practice how to preach and dey do Bible game for Lingala language . This one dey make dem happy to learn the language . ”,Positive
Try learn the new language and use am for meeting ( Check paragraph 16 ,Neutral
We still arrange sey we go dey go French congregation once every month ,Neutral
( Read Romans 15 : ​ 1 ,Neutral
How we go take show sey we love God word ?,Positive
Brothers wey dey preach for business area ,Neutral
‘ Faith na wetin dey make person believe sey e don see wetin e dey wait for . ’ — HEB .,Neutral
( Read Revelation 21 : ​ 3 - 6 . ),Positive
How Abraham and im family take continue to make their faith strong ?,Positive
( Read 1 John 5 : ​ 14 ,Neutral
Which kind suffer some of God servant suffer because of their faith ?,Neutral
Other prophet like Elijah ‘ waka up and down for desert and mountain and cave and different different den for this earth . ’,Neutral
How Noah example take teach us wetin e mean to get faith ?,Neutral
How we go take show sey we get faith ?,Neutral
( b ) Which question we go answer for this topic ?,Neutral
Wetin be the two things wey Hebrews 11 : 1 take explain wetin faith be ?,Neutral
You see sey e show im faith with the things wey e do and im faith come dey complete because of wetin e do . ’,Negative
For example ,Neutral
How love take big pass faith ?,Positive
( 1 Pet . 1 :⁠ 8 ) James ask im brothers wey go join am rule with Jesus for heaven sey : ‘ No be God choose people wey this world dey see as poor people come make their faith rich and make dem fit join rule for the Kingdom ,Negative
When people dey sleep ,Neutral
When the wheat grow and come start to dey bring fruit ,Neutral
E go write am for letter sey if e need the money ,Neutral
Because every government get their law about tax ,Positive
Wills and Trusts : Before person die ,Positive
Wetin Jehovah promise im people sey e go do ,Positive
Israel people fit still serve Jehovah again the way e want ?,Neutral
So ,Positive
( Read 1 Peter 2 : 9 ,Positive
( Read Matthew 13 : 24 ,Neutral
Correct Christians go ever fit serve God as e want and nobody go trouble dem again ?,Neutral
Which time the anointed comot from fake religion hand ?,Positive
Brother Rutherford sey make we arrange convention for different different place for some part of United States and send brothers wey go give talk ,Neutral
‘ If una get any word wey go make the people strong ,Neutral
Many times ,Neutral
E open im ear well as I dey tell am how I dey feel .,Neutral
E come help me remember the better things wey I dey do .,Neutral
E still help me remember wetin Jesus talk ; sey one person better pass many bird wey dey fly .,Positive
I dey remember the Bible verse where Jesus talk am every time ,Positive
( b ) Which question we go answer for this topic ?,Neutral
Wetin we fit learn from the way Jehovah ,Neutral
( Read Ecclesiastes 4 : ​ 9 ,Neutral
Wetin we fit learn from the way Jesus treat im apostles ?,Neutral
After e don waka for all this area and don talk many things wey go make the people wey dey there strong ,Neutral
( Read Hebrews 10 : 24 ,Positive
( Read 1 Thessalonians 5 : 12 ,Neutral
Dem dey really make us strong . ”,Neutral
7 : 8 - 11 ) Andreas wey get two pikin talk sey : “ Better word dey help small small pikin behave well and serve Jehovah as dem dey grow .,Positive
Even though sey our pikin know the correct thing ,Neutral
( Read Luke 21 : ​ 1 - 4 ; 2 Corinthians 8 : 12 . ),Positive
( Read Revelation 2 : 18 ,Neutral
I want make you know sey that time wey you dey give the talk from platform and when I follow you talk ,Neutral
[ 1 ] ( paragraph 1 ) No be im real name be that .,Positive
( b ) Wetin we go talk about for this topic ?,Neutral
3 : 1 - 13 ; Titus 1 : 5 - 9 ) Wetin all the congregation gain ,Neutral
( Read 3 John 9 ,Neutral
( Read Matthew 5 : 23 ,Neutral
( b ) Wetin we go talk about for the next topic ?,Neutral
( Read 1 Thessalonians 2 : 13 . ),Neutral
Bible tell us sey make we no dey miss our meeting . ( Heb .,Neutral
You dey use jw.org for preaching ?,Neutral
and the brochure Which People dey Do Wetin Jehovah Want Today ?,Neutral
Why we suppose dey thank Jehovah ?,Neutral
We get plenty reason to dey thank Jehovah .,Neutral
E still talk about how the hope wey we get sey Jehovah go do better thing for us fit help us .,Positive
Na just eight years I dey that time .,Neutral
But I want learn more . This one come make me dey ask my mama question .,Positive
So my mama come dey study Bible with me anytime my papa comot for house .,Neutral
Na this one come make me sey I want give Jehovah my life .,Neutral
My mama tell me sey make I first tell the brother wey be the ‘ servant to the brethren ’ ( we dey call am circuit overseer now ) .,Neutral
E talk sey ,Positive
After four month ,Neutral
My mama pioneer with one sister for another congregation .,Neutral
For 1951 ,Neutral
Na prison I dey when organization tell me sey I go dey the 22nd class of Gilead School .,Neutral
After the assembly ,Neutral
Me and my wife Janet for one island wey dey Philippines,Neutral
We still dey the branch office for Quezon City,Positive
How you fit get ‘ the peace wey God dey give ’ ?,Neutral
How congregation fit help you make you no too dey worry ?,Neutral
( Check the first picture . ) ( b ) Wetin we go talk about for this topic ?,Neutral
5 : 7 ) How you fit do wetin that Bible verse talk ?,Neutral
King David beg Jehovah for Psalm 55 : 1 sey : ‘ Hear my prayer ,Neutral
Why e good make we pray when things start to worry us for mind ?,Neutral
( Read Matthew 11 : 28 - 30 . ),Negative
Wetin Jesus mean when e talk sey : ‘ No worry at all ’ ?,Neutral
How the meaning of God name fit make your faith strong ?,Negative
Im name mean ‘ E Dey Make Anything Be . ’ ( Ex .,Neutral
Bible talk sey : ‘ Things wey dey worry person for mind dey make am weak but better word dey make am happy . ’,Neutral
Why you dey sure sey to near Jehovah more more fit help you dey strong make problem no too worry you ?,Negative
( a ) How Jehovah go take help us with wetin dey worry us for mind ?,Negative
How we take know sey Jehovah dey bless im servant ?,Positive
How Jehovah take bless im servant for Bible time ?,Neutral
1 ,Positive
( b ) Which question dem we go talk about for this topic ?,Negative
How the promise for Hebrews 11 : 6 fit help us ?,Neutral
Jesus show sey God go bless im disciples for wetin dem leave because of am ( Check paragraph 5 ),Neutral
E get one time wey apostle Peter ask Jesus sey : ‘ We don leave everything follow you ; wetin we go come gain ? ’,Neutral
For the Sermon on the Mount ,Neutral
Moses tell Israel people sey : ‘ Jehovah go bless you for the land wey Jehovah your God dey give you to get as property ,Neutral
Because Jehovah your God go bless you as e don promise you . ’,Negative
And e name the second one Ephraim because ,Positive
Bible tell us sey : ‘ Because of the joy wey dey im front e bear am as dem nail am put for pole ,Neutral
( Heb . 12 : 2 ) Jesus happy sey e fit make God name clean .,Neutral
How Jehovah dey feel about wetin we do for am ?,Positive
Bible talk sey : ‘ Person wey dey help who no get dey borrow Jehovah something ,Positive
Wetin dey 1 John 3 : 19 ,Neutral
( Read 1 John 3 : 19 ,Neutral
Wetin be some of the things wey God don take bless us now ?,Neutral
Wetin some Jehovah servant talk about how Jehovah take bless dem ?,Neutral
For example ,Positive
The world no get peace and na so so confusion full everywhere .,Neutral
But as I come dey work for Jehovah ,Neutral
Anytime wey I do anything for am ,Negative
I get one notebook wey I dey write Bible verse and some things from our book dem ,Neutral
I dey call this book “ My Survival Notebook . ”,Neutral
Anything wey dey worry us now na for small time ,Positive
Jehovah go always help us no matter wetin we dey suffer . ’,Neutral
But ,Neutral
How God take free Paul and other people from sin and death ?,Neutral
( Read Romans 6 : 1 ,Neutral
Wetin dey our hand to choose ?,Positive
E talk sey : ‘ I be person wey get flesh ,Neutral
( Read Romans 7 : 21 - 23 . ),Neutral
( Read Proverbs 14 : 5 ; Ephesians 4 : 25 . ),Neutral
As people wey dey ‘ wait to be son ,Neutral
( Read Romans 4 : 20 - 22 . ),Neutral
( Read Acts 18 : 2 - 4 ; 20 : 20 ,Neutral
Many people dey come the city wey dem dey call Aveiro wey dey northern Portugal . Dem dey come see the pond where the people dey get salt from .,Neutral
Jehovah Witness people wey dey the area dey make sure sey dem preach to the people wey dey sell the salt,Neutral
For this topic ,Positive
The first topic talk about wetin this one mean and wetin e no mean .,Positive
How Jehovah want make we dey use wetin e don give us ?,Neutral
4 : 10 ) E clear sey Jehovah want make we do wetin we fit do to help ourself and other people .,Positive
Bible talk sey for Noah time ,Neutral
When people no want hear our preaching ( Check paragraph 6 - 9 ),Positive
6 ,Positive
( b ) How our condition today take be like Noah own ?,Neutral
Today ,Neutral
( 1 John 2 : 17 ) As e be ,Neutral
Wetin Noah fit do : Noah no let the things wey e no fit do make am tire for life .,Positive
( Mark 4 : 22 ) How David come behave ?,Neutral
Sin wey you do before ( Check paragraph 11 - 14 ),Neutral
11 ,Neutral
Wetin David no fit do : David no fit clean wetin e don do .,Negative
E need to believe sey ,Neutral
( Read James 5 : 14 - 16 . ),Neutral
E leave the matter for Jehovah hand .,Neutral
( Read Luke 21 : 1 - 4 . ),Neutral
Think about one brother wey im name na Malcolm ,Neutral
Do wetin you fit do ,Neutral
( b ) How you go take do wetin the yeartext talk for your life ?,Neutral
Our yeartext for 2017 na : ‘ Trust Jehovah and Do Wetin Good ’ ​ — Psalm 37 : 3,Neutral
Why we suppose let other people use their freedom choose wetin dem want ?,Neutral
Na my mind I go take love dem . ’ ( Hos .,Positive
4 ,Neutral
( b ) Which question you go ask yourself ?,Positive
The way we use am fit make us get life wey no go end or die . So ,Neutral
God ‘ come dey bring dem come meet the man so that e go see wetin e go call dem one by one . ’,Neutral
Wetin we no go use our freedom do ?,Neutral
Think am sey you give your friend one better gift .,Neutral
How person fit use im freedom anyhow ?,Positive
( Read 1 Peter 2 : 16 . ),Neutral
E no dey the hand of person wey dey waka even to direct imself . ’,Neutral
Wetin Galatians 6 : 5 teach us ?,Neutral
Remember wetin dey Galatians 6 : 5 .,Positive
How you go take show sey you value your freedom to choose ?,Neutral
( a ) Why many people feel sey dem no need to know where dem suppose do reach ?,Neutral
Wetin e mean for person to know where e suppose do reach ,Positive
Why e no good to judge other people ?,Positive
How Jesus example fit help us when dem give us another work for congregation ?,Neutral
( Read Galatians 6 : 4 ,Negative
( Read Proverbs 3 : 5 ,Neutral
( Read Ecclesiastes 11 : 4 - 6 . ),Neutral
Wetin go help us continue to know where we suppose do reach ?,Neutral
Why e hard for some people to leave work for young people ?,Neutral
E tell Nathan make e tell David sey : ‘ No be you go build the house wey I go stay . ’,Positive
( Read Numbers 11 : 24 - 29 . ),Negative
No be so . If e fit happen ,Neutral
( Read Philippians 2 : 20 - 22 . ),Neutral
Branch office send 800 magazine give us wey we go use for preaching .,Neutral
I go place like Manaus ,Neutral
We reach one place wey be Lisbon ,Neutral
Na only this organization dey preach the good news about God Kingdom as Jesus command im disciples to do . ’,Neutral
Douglas Guest die for October 25 ,Neutral
( Read Isaiah 63 : ​ 11 - 14 . ),Positive
( Judg . 6 : 34 ) And ‘ Jehovah spirit come start to give David power . ’,Neutral
Why God want make im people respect the leaders wey e choose ?,Neutral
( Read Hebrews 1 : ​ 7 ,Neutral
Bible call the Law wey God give Israel people ‘ Moses Law . ’ ( 1 Ki .,Neutral
11 ,Neutral
‘ As the king just hear wetin dem write for inside the Law ,Neutral
Wetin make Jehovah correct some people wey e use lead ?,Neutral
Sometimes Jehovah correct dem or even comot dem as leader . ( 1 Sam .,Neutral
Wetin show sey holy spirit help Jesus ?,Neutral
Small time after Jesus baptize ,Neutral
4 : 11 ) Before the time wey dem kill Jesus ,Neutral
How Bible take direct wetin Jesus do and teach ?,Neutral
Dem dey worship me for nothing ,Neutral
Na only God good ,Neutral
‘ At once Jehovah angel hit am ,Neutral
Wetin we go talk about for the next topic ?,Positive
We go talk about the answer for the next topic .,Neutral
This one fit be the book wey Moses write by imself .,Neutral
( Acts 1 : ​ 15 - 26 ) Why dem need to choose another person and why Jehovah support dem ?,Neutral
Dem work together as one group to direct things for congregation . — Acts 15 : 2 .,Positive
5 ,Positive
( c ) How Bible take help the brothers wey dey direct ?,Neutral
( John 16 : 13 ) Na true sey Jehovah give holy spirit to all the Christian wey dey go heaven .,Neutral
( Acts 5 : ​ 19 ,Neutral
Wetin make us fit talk sey na Jesus lead Christian for apostle time ?,Positive
( a ) Which time Jesus choose ‘ the slave wey get sense and wey dem fit trust ’ ?,Neutral
For 1919 ,Positive
( John 10 : 16 ; Acts 6 : 4 ) July 15 ,Neutral
So ,Neutral
How holy spirit don take help Governing Body ?,Neutral
( Read 1 Corinthians 2 : 10 . ),Positive
( Read Revelation 14 : ​ 6 ,Neutral
Wetin be one way to remember Governing Body ?,Neutral
Why you ready to follow Jesus ,Neutral
When Jesus go heaven ,Neutral
E go soon give us life wey no go end . ( Rev .,Neutral
From 1955 ,Neutral
Jehovah dey ‘ make our mind come down anytime wey we dey face wahala ’,Neutral
‘ I don talk am ,Neutral
1 ,Neutral
THE first verse for Bible talk sey : ‘ From beginning ,Neutral
( c ) Which three question we go talk about ?,Neutral
And how Jesus death take be like key wey open door so that wetin God get for mind go happen ?,Positive
Wetin be some things wey Jehovah give Adam and Eve ?,Neutral
But make you no chop from the tree wey dey make person sabi wetin good and wetin bad ,Positive
E just be like sey Satan dey tell am : ‘ You mean sey you no fit do wetin you want ? ’,Neutral
But Jehovah get law wey im dey follow ,Positive
( Read Deuteronomy 32 : ​ 4 ,Negative
Why e be sey Jesus sacrifice na better thing ?,Positive
E no easy for Jehovah to let Jesus come die for us .,Neutral
Which time Jehovah go take be ‘ everything to everybody ’ ?,Positive
Make wetin you get for mind happen for heaven and this earth . ’,Positive
( Read Psalm 40 : ​ 8 - 10 . ),Neutral
How we go take show sey we like Jehovah name well well ?,Neutral
( Read 1 Peter 1 : ​ 15 ,Neutral
Even though we get sin for body ,Positive
E dey welcome people wey want use their life serve am come im organization .,Neutral
Wetin Jesus mean when e come talk sey : ‘ Make wetin you get for mind happen ’ ?,Neutral
Which good thing Jesus sacrifice go do for people wey don die ?,Neutral
Wetin God get for mind to do for the ‘ great crowd ’ ?,Negative
( a ) Which better things Jehovah dey use Jesus sacrifice do for us now ?,Neutral
( Read Acts 3 : ​ 19 - 21 . ),Positive
‘ We don come sabi the love wey God get for us and we trust that love .,Neutral
And e good sometimes to change wetin we don choose ?,Neutral
We go answer all this question for this topic .,Positive
Even with their mistake ,Neutral
Even though sey we dey make mistake ,Neutral
Our house dey one small farm wey dey east for South Dakota .,Neutral
Na farm work our family take dey chop so we no dey take am play . But we no take am as number one thing for our life .,Positive
My mama and papa baptize as Jehovah Witness for 1934 .,Negative
Two of dem don be company servant ( wey we dey call coordinator of body of elders now ) before for our small congregation wey dey where dem dey call Conde for South Dakota .,Positive
Me and my sister wey im name na Dorothy start to preach when we dey six years .,Neutral
Our family no dey play with convention and assembly at all !,Neutral
Many people for my family really support me for this work . Bible talk sey : ‘ Person wey dey waka with who get sense ,Neutral
Sometimes ,Positive
Farm truck wey I use when I just come Bethel,Positive
Jehovah Witness radio station wey be WBBR dey the farm for Staten Island .,Neutral
E no pass 20 Bethelite wey dey work for the farm .,Positive
Many of us young and we no too sabi the work .,Neutral
E do im Bethel work well ,Neutral
For 1975 ,Positive
After three years ,Neutral
Why we suppose respect and praise Jehovah and Jesus ?,Neutral
Jehovah make people to fit get the kind character wey e get .,Neutral
8 ,Neutral
( Read 1 Timothy 5 : 17 . ),Neutral
Make una no call anybody for this world una Father ,Neutral
And make people no call una leader ,Neutral
But the person wey big pass among una must be una servant .,Neutral
Anybody wey carry imself up ,Neutral
( Read Hebrews 13 : 7 ,Positive
Why e no good make other people choose for us ?,Neutral
( a ) Wetin go help us choose wetin good ?,Neutral
Wetin go help us choose wetin good ?,Neutral
( Read James 1 : 5 - 8 . ),Positive
( Read 2 Corinthians 1 : 24 . ),Positive
Elders dey show sey dem love the brothers and sisters when dem let dem choose by theirself wetin to do ( Check paragraph 11 ),Neutral
21 : 9 - 12 ) Make elders self dey do research .,Neutral
E go make my family happy and get peace ?,Positive
E go show sey I dey patient and get better mind ? ’,Neutral
Why Jehovah want make we choose by ourself wetin we go do ?,Positive
How we go take show sey na all our mind we take dey serve Jehovah ?,Positive
Which one of dem you go like copy ,Positive
( Read 2 Chronicles 14 : 11 . ),Negative
When you face problem wey be like sey e big pass you ,Neutral
Jehoshaphat wey be Asa pikin ,Neutral
( Read 2 Chronicles 20 : 2 - 4 . ),Neutral
( Read Isaiah 37 : 15 - 20 . ),Neutral
( Read 2 Kings 20 : 1 - 3 . ),Neutral
( Read 2 Chronicles 34 : 1 - 3 . ),Neutral
( Read 2 Chronicles 34 : 18 ,Neutral
( b ) Wetin we go talk about for the next topic ?,Neutral
Why we want talk about the four king wey rule Judah ?,Neutral
( Read 2 Chronicles 16 : 7 - 9 . ),Neutral
( Read 2 Chronicles 32 : 31 . ),Neutral
For example ,Neutral
( Read 2 Chronicles 35 : 20 - 22 . ),Neutral
Bible even talk sey na Jehovah tell Necho wetin e tell Josiah .,Positive
Make we think about dem and dey thank Jehovah sey dem write am for us !,Neutral
How many promise you don promise Jehovah ?,Neutral
You dey do wetin you promise Jehovah for prayer before you baptize or wetin you promise for your wedding day ?,Neutral
When we feel sey dem no treat us or another person well ,Positive
But the person wey do wetin God want go remain forever . ’ ​ — 1 JOHN 2 : 17 .,Neutral
Wetin Jehovah go do about bad government ,Positive
Bible even talk sey : ‘ The world dey comot . ’,Neutral
E no get place wey dark or secret place wey bad people fit hide . ’,Negative
Bible still talk sey : ‘ Na good people God go give this earth ,Neutral
37 : 11 ,Neutral
Wetin give us mind sey dem go arrange the new earth well ?,Neutral
After Armageddon ,Neutral
14 : 33 ) That one mean sey Jesus go arrange the ‘ new earth ’ well .,Positive
Which kind bad things dey happen for where you dey live ,Neutral
Wetin we learn from wetin Jehovah do Sodom and Gomorrah ?,Positive
( Read 2 Peter 2 : 6 - 8 . ),Negative
( Read Psalm 46 : 8 ,Neutral
Wetin be some things wey we no go see again after Armageddon ?,Neutral
( b ) Wetin we go do so that we go remain when God destroy this wicked world ?,Neutral
WHEN Jehovah want destroy Sodom and Gomorrah ,Neutral
Because to do the correct thing dey Jehovah character .,Positive
But if this kind thing happen for congregation ,Positive
For 1946 ,Positive
Dem come send am go circuit work for Switzerland .,Neutral
Which people example we go talk about for this topic and the next topic ?,Neutral
For this topic ,Neutral
10 ,Neutral
( Read Matthew 5 : 23 ,Neutral
If we get am for mind to stand for Jehovah and our brothers side ,Neutral
The one wey better pass be sey ,Neutral
Like Joseph ,Neutral
How we go take show sey we trust Jehovah to always do the correct thing ?,Positive
Wetin we go learn for our next topic ?,Neutral
Brother Willi Diehl story dey November 1 ,Neutral
( Check the first picture . ) ( b ) Which question dem we go talk about for this topic ?,Neutral
Dem show us better example wey we go follow if we promise Jehovah something .,Neutral
( 1 ) Why e no good to play with wetin we promise God ?,Neutral
( 2 ) Wetin Jephthah and Hannah example teach us ?,Positive
2 ,Negative
( b ) How we take know sey e no good to play with wetin we promise God ?,Neutral
Make e do everything wey e don talk sey e go do . ’,Neutral
( a ) Wetin go happen if we take wetin we promise play ?,Neutral
( b ) Wetin we want learn about Jephthah and Hannah ?,Neutral
( a ) E easy for Jephthah and im pikin to do wetin e promise ?,Negative
Na im make am talk sey : ‘ I don already tell Jehovah wetin I go do ,Neutral
( b ) Wetin this promise mean ?,Positive
Hannah tell Eli sey : ‘ Na because of this pikin I pray ,Neutral
Another promise wey person no suppose take play na the one wey e make for im wedding day .,Negative
Wetin Bible talk sey be the only thing wey fit end marriage ?,Positive
( Read 1 Corinthians 7 : 10 ,Positive
One husband and wife talk sey : ‘ Since we start to read this brochure ,Neutral
Now ,Neutral
18 ,Neutral
( b ) Wetin you know about brothers and sisters wey dey do special full - time work ?,Positive
Special full - time servant promise ( Check paragraph 19 ),Neutral
Because dem be special full - time servant ,Positive
So ,Positive
E concern God if you dey do good ,Positive
( b ) How Israel people take win Jabin army ?,Positive
( Read Judges 4 : 14 - 16 . ),Neutral
The water wey dey Kishon ,Neutral
Check this topic “ Anxiety About Money ” wey dey July 1 ,Neutral
1 ,Neutral
( b ) Which two character go help us copy how Jehovah take dey judge matter ?,Neutral
Which kind person Naboth be ,Neutral
For Naboth time ,Neutral
Read 1 Kings 21 : 1 - 3 .,Positive
Na because e remember the law wey Jehovah give Israel people . Jehovah tell dem sey make dem no sell their family property give anybody . ( Lev . 25 : 23 ; Num .,Negative
If Naboth family and friend dem dey carry body down ,Neutral
( Read Deuteronomy 32 : 3 ,Positive
( b ) If we carry body down ,Neutral
If elders announce wetin dem don agree to do about matter and you no like wetin dem talk ,Positive
Wetin we go talk about now ,Neutral
How apostle Paul take correct Peter ,Neutral
The truth be sey ,Neutral
3 Help ‘ Strangers ’ Serve Jehovah With Sweet Mind,Neutral
The second topic come talk about how papa and mama wey pack go another country fit follow wetin dey Bible wey go help dem choose wetin go favor their children .,Neutral
We see as people dey shoot and the way people dey run .,Negative
My papa ,Neutral
How Jesus and many of im disciple take be refugee ?,Neutral
E sey : ‘ When dem suffer una for one town ,Neutral
( b ) dey camp ?,Positive
My two leg swell up sotey I tell my family sey make dem go leave me .,Neutral
My papa come carry me because e no want leave me for there make dem no come kill me .,Neutral
Dem dey do amebo ,Neutral
( Read 1 John 3 : 17 ,Neutral
( b ) Why e good make we dey patient as we dey help dem ?,Neutral
Dem need to know sey we ready to help dem .,Neutral
( b ) How refugee go take show sey dem like wetin brothers dey do for dem ?,Neutral
Wetin we fit do to help our brothers and sisters wey be refugee ?,Neutral
( a ) Wetin refugee go try make sure sey dem do ?,Neutral
E carry the empty bag ,Neutral
Na wetin una need be this ! ” ’ — Read 1 Timothy 6 : 8 .,Neutral
So e good make we help dem see sey Jehovah love dem and e dey feel for dem .,Neutral
Many refugee people come from country wey dem no dey let Jehovah Witness people preach .,Neutral
( b ) Wetin we go talk about for the next topic ?,Positive
The sister talk sey : ‘ The brothers for there treat us like their family person . Dem give us food ,Positive
Which other people fit carry stranger enter their house just because dem dey serve the same God ?,Neutral
Na only Jehovah Witness people ! ’ ​ — Read John 13 : 35 .,Neutral
As refugee brothers just come new area ,Positive
Before the congregation write come back ,Neutral
‘ Wetin dey make me happy pass na ,Neutral
Wetin papa and mama fit do to show their children better example ?,Neutral
Wetin fit help papa know which language congregation im family go join ?,Positive
How other people fit help papa and mama and their children wey come from another country ?,Positive
1 ,Neutral
( b ) Which question we go answer for this topic ?,Neutral
But when I start school ,Neutral
Joshua still talk sey meeting for im papa and mama language no come dey sweet am again .,Neutral
Because e dey new country ,Neutral
3 ,Negative
( b ) Wetin papa and mama no suppose get for mind about their children ?,Neutral
When your children see sey you dey ‘ put God Kingdom first ,Neutral
No work sotey you no come get time for your children .,Neutral
Why e good make your children learn your language ?,Positive
If na so your pikin be ,Positive
So if your pikin sabi another language pass your own ,Neutral
3 : 15 ) If na so e be for you ,Neutral
But when we see am dey study Bible ,Positive
How papa and mama fit help children wey fit speak two language learn Bible ?,Neutral
( a ) Who suppose choose congregation wey go favor the family ?,Neutral
But ,Neutral
( Read 1 Corinthians 14 : 9 ,Neutral
The way Jehovah answer our prayer ,Neutral
But when we come see sey dem no dey really learn anything for meeting with our language ,Neutral
We dey always go meeting and preaching together .,Neutral
We still dey invite some brothers and sisters for the area to come follow us chop and we dey go out together .,Negative
All this one help our children know brothers and sisters . And ,Neutral
We don see sey this one better pass to master our language . ’,Neutral
Samuel still talk sey : ‘ Me and my wife come still dey go meeting for our language so that our love for Jehovah go dey strong more more .,Neutral
We tire because of the many things wey we dey do .,Positive
But we thank Jehovah sey e bless wetin we fit do .,Positive
All our three children still dey serve Jehovah and dem dey full time . ’,Positive
Kristina talk sey : ‘ I sabi my papa and mama language small . But when dem dey use the language for meeting ,Neutral
When I dey 12 years ,Positive
Na the first time be that wey I understand wetin dem dey talk from Bible !,Neutral
Another thing wey happen wey make me later change congregation ,Neutral
I dey tell Jehovah how I dey feel ! ’,Positive
Young people ,Neutral
Or you think sey e go be stress for you ? One sister wey dey Bethel now ,Neutral
Nadia come still sey : ‘ We thank our papa and mama sey dem do wetin dem fit do to teach us their language ,Positive
Wetin dem do make life sweet us and we don get chance to help other people learn about Jehovah . ’,Neutral
( b ) Wetin papa and mama fit do to help their pikin learn Bible ?,Negative
( Read Proverbs 1 : 8 ; 31 : 10 ,Neutral
But ,Neutral
Papa ,Neutral
( b ) Wetin papa and mama go continue to do ?,Neutral
Anytime dem help me prepare assignment for meeting ,Neutral
I dey enjoy the free time wey we take dey do other things together . ’,Neutral
Papa and mama ,Neutral
( Read 2 Chronicles 15 : 7 . ),Positive
First do wetin go help your pikin near Jehovah before you think about wetin go favor you .,Neutral
But na for 1946 I come really understand wetin I dey learn from Bible .,Neutral
As time dey go ,Positive
The woman sey e go like to get new magazine every month ,Positive
As time dey go ,Neutral
That time ,Neutral
The time wey e want baptize ,Neutral
E continue to study and e later baptize .,Neutral
For 1960 ,Neutral
My pikin Nicholas with im wife ,Neutral
Faye and James ,Positive
All of us dey Calgary Sign - Language Congregation now ,Neutral
© 2017 Watch Tower Bible and Tract Society of Pennsylvania,Neutral
How we fit continue to get strong love for Jehovah ?,Neutral
Wetin we fit do to like the things wey we dey learn for Bible well well ?,Neutral
Why e good make we love our brothers and sisters ?,Positive
Wetin make some Christians for apostle time stop to get love ?,Positive
People no love God like before ,Positive
Na this command big pass and na im be the first . ’,Negative
Show Jehovah sey you love am ( Check paragraph 10 ),Positive
( Read Psalm 119 : 97 - 100 . ),Positive
Show sey you like wetin you dey learn from Bible ( Check paragraph 14 ),Positive
The night before dem kill Jesus ,Neutral
Na wetin people go take know sey una be my disciple ,Positive
Apostle John write sey : ‘ Person wey no love im brother wey e dey see ,Neutral
Show brothers and sisters sey you love dem ( Check paragraph 17 ),Positive
Wetin be some things wey we fit do to show sey we love our brothers and sisters ?,Negative
Read 1 Thessalonians 4 : 9 ,Positive
‘ Simon ,Positive
So ,Neutral
Dem come throw am ,Neutral
( b ) Wetin one brother for Thailand learn about im work ?,Positive
Because of this one ,Neutral
I come see sey I need to change my work so that I fit put God own first ,Neutral
E talk sey : ‘ After about one year wey I don think about wetin to do and I don save money ,Neutral
When I start ,Positive
Anytime wey I see my former workmate ,Neutral
I pray to Jehovah . I tell am sey make e help me so that I fit get more time do im work .,Neutral
I come know the kind ice cream wey my customers dey like and I come sabi do ice cream well .,Neutral
Small time ,Neutral
The truth be sey ,Positive
I happy pass before ,Neutral
The one wey sweet me pass be sey ,Neutral
After e baptize ,Neutral
Jesus talk sey : ‘ Where your property dey ,Positive
Jesus talk sey ‘ nobody fit serve two oga . ’,Neutral
E still sey : ‘ Una no fit serve God and money . ’,Neutral
( Read 1 Corinthians 2 : 14 . ),Neutral
Check the topic “ Is Your Recreation Beneficial ? ”,Neutral
We still dey go preaching everytime . ’,Neutral
E dey pain us sey we go leave all our Bible student dem . ’,Neutral
But after one month ,Neutral
Miriam talk sey : ‘ Dem sey make we do special pioneer work .,Negative
We really happy sey we go remain for where we dey preach ! ’,Neutral
Dem put mind for wetin Bible talk for Psalm 37 : 5 : ‘ Put everything wey you want do for Jehovah hand ,Positive
But today ,Positive
Why we fit talk sey when person marry or start to get children ,Neutral
So ,Neutral
( Read 1 Samuel 1 : 4 - 7 . ),Neutral
Na Ann come dey help Paula so that e fit continue to serve Jehovah . Paula talk sey : ‘ Even though Ann no be my family person ,Positive
Na wetin help me continue to serve Jehovah be that . ’,Neutral
( Read Psalm 145 : 18 ,Neutral
‘ Where una keep wetin una value ,Neutral
As we dey talk about dem ,Neutral
E mean sey this stone go really get value well well ,Neutral
( Read Mark 10 : 28 - 30 . ),Neutral
( a ) Wetin make apostle Paul talk sey our preaching na better thing wey dey inside clay pot ?,Positive
( Read Romans 1 : 14 ,Neutral
Some of dem na Bethelite ,Neutral
Irene talk sey : ‘ I get other things for mind to do before . But I no think sey any of dem for make me happy like this one . ’,Neutral
For Matthew 13 : 52 ,Neutral
( Read Proverbs 2 : 4 - 7 . ),Neutral
Make we use one brother story talk am . Im name na Peter .,Neutral
The man come use question test Peter . E ask am sey : ‘ So ,Neutral
When I go house ,Neutral
magazine of some month wey don pass . I come see one topic wey talk sey dem use Aramaic write Daniel . ’,Neutral
Thief no fit near there and insect no fit chop am .,Neutral
Because where una keep wetin una value ,Negative
‘ I no too dey flow with one brother wey we dey work together .,Neutral
E get one time wey two people come see us as we dey halla for each other . ’ ​ — CHRIS .,Neutral
‘ One sister wey me and am dey always preach together ,Negative
I no even know why . ’ ​ — JANET .,Negative
